6,42,342412.08584751585
6,38,325901.46877247654
6,7,299878.9583926503
38,77,296046.57743527525
6,60,217417.76276874662
7,32,217400.2612733343
6,8,213995.3395961716
42,97,212436.94400221566
6,15,210659.71129759002
7,8,178014.43663489676
7,15,171692.60370585122
15,16,158298.112080761
7,38,149847.26455375788
6,77,144821.34135591495
7,42,133700.2401541057
15,56,131050.12250624518
4,6,128730.76355489605
6,9,116197.00147854933
4,7,114066.2200667374
4,42,113444.15284272589
15,55,106781.9143336098
8,60,103479.08081648446
16,55,94997.12847801145
42,80,90054.07155088607
15,42,88818.20498558883
8,38,86822.34235723168
147,148,83501.75801550355
15,80,80554.56266553162
6,80,80403.00924653381
7,77,80319.83561438958
4,38,79181.51179941295
7,60,76989.79779407602
8,42,73604.12294035548
42,60,73075.99190196359
7,9,70764.45668555063
38,42,70628.6246904227
4,60,68942.07517985658
7,80,67680.25906536223
7,47,58553.93500536691
38,60,57245.23216309088
6,86,56512.04920269009
7,126,55213.18908449798
15,38,53456.644824723735
15,90,53053.9894894962
4,8,52961.58691131688
35,42,52625.65880182843
15,117,47153.57514640638
7,86,45862.53879007582
4,80,45158.23265673408
38,80,44485.34521285923
8,77,43521.77626415511
6,16,42595.14545532558
6,35,41842.65785585626
60,80,41619.5933806318
6,97,40040.07965299859
4,9,39089.706867587076
7,97,38643.662490684284
80,97,38445.195351173636
6,31,36356.892775310786
8,9,36050.35857279248
8,15,35675.74103969581
7,193,35212.35360948589
6,55,34874.98857580979
8,47,32604.47394515344
7,135,32504.80919881513
8,86,31721.65187851929
15,77,31087.62992441496
42,126,30762.88619255652
80,143,30632.954062660632
15,60,30175.39105873155
42,77,29746.086669855205
6,47,29091.817614574113
55,90,28569.381350736767
9,60,28568.87906476994
83,143,27400.96698630514
80,83,27400.956153029256
9,42,27117.276411477927
6,92,26691.06707836735
44,60,26252.224356058843
9,15,26133.093497239977
4,15,25952.92398462791
35,97,25906.332050376157
80,126,25688.56662576076
16,92,25630.963611141793
16,90,25604.240091722422
14,42,25262.700662598734
8,80,25120.417622156718
6,126,25062.23215216521
15,92,25029.63230016996
4,77,24951.812817360813
6,135,24681.590988094755
7,18,24297.692156263718
5,6,24293.33764426188
7,16,24030.13472965604
60,77,23894.304485899494
15,91,23855.05789967999
38,55,23816.247351235863
15,143,22950.02352348612
15,113,22686.772501064865
7,45,22468.05444765323
42,135,21626.323097155175
7,53,21593.72952943174
15,86,21235.777703522403
4,97,20348.022552648577
38,86,20062.83111798843
80,91,19968.151160950943
8,97,18114.69029103332
126,143,18098.185570147743
35,38,17994.255928555944
15,126,17797.69713638434
6,53,17583.221425660682
42,55,16953.998392937014
35,80,16555.96991870813
38,126,16052.263423913091
60,86,15339.94989704044
7,55,15288.859622853111
42,47,15190.50555644506
7,26,15152.090219515849
47,60,15106.014472683022
9,38,15102.434974387354
6,14,15045.958314938855
86,187,14980.896933765205
126,193,14808.605433958637
35,60,14056.10020284422
8,135,13746.936685317994
15,193,13656.065285064535
42,86,13522.276311124297
4,35,13482.925586565898
6,44,13437.352212389214
95,119,13433.865258003567
9,86,13258.688189699931
83,126,13239.946785184486
6,143,13123.63248909634
5,7,13084.07885866967
9,16,12820.326167681484
80,135,12681.725567537167
4,126,12553.285805372972
16,60,12552.922611264263
97,126,12451.066558596836
7,91,12265.248016592117
5,14,11864.934616532297
8,53,11788.389867272494
4,135,11730.120051284028
135,136,11656.72657616214
6,91,11587.288160951915
55,113,11557.69012907532
7,136,11544.166506934005
15,53,11513.678319382265
42,83,11484.859898578434
7,14,11483.496147009639
8,31,11384.452646826121
15,47,11329.760079803598
90,92,11276.09222459403
9,92,11150.421503822194
15,135,10907.377218502099
8,126,10729.176628303017
38,45,10727.405739654363
53,80,10629.585073760156
38,135,10616.802369759098
42,143,10570.101025747725
5,42,10493.161719792137
7,35,10409.467391518283
53,86,10299.15577662845
38,193,10090.65213325178
80,86,10056.854921649936
53,60,9945.2972084177
8,44,9707.996800006862
4,136,9632.602851220223
6,45,9584.990957499078
126,135,9425.9002846874
6,28,9255.987550015816
16,25,9192.682184118748
5,15,9177.595592671238
42,91,9143.426395513381
15,83,9133.08166589885
77,80,9093.859945827735
16,42,9071.873831949637
4,86,9060.927481117804
60,91,8967.52649578645
42,53,8895.68135287493
38,47,8844.803818450087
77,126,8805.56675505657
77,135,8784.42620210939
4,55,8670.336332529778
16,91,8625.72241021698
15,136,8603.61139413168
38,97,8591.92084063084
47,135,8485.59732625669
6,83,8441.628844800269
15,97,8272.715693165977
60,97,8153.153199001447
38,44,8139.4758573538165
18,77,8136.618329615138
7,92,8126.733016089137
16,183,8101.049445184361
15,183,8047.547439180352
113,117,7958.943211892067
16,38,7945.770046421848
4,47,7776.410920947738
9,77,7674.565178860457
7,113,7664.0757947629945
53,135,7552.50542422937
6,90,7481.84105594178
90,113,7479.4622599551385
4,14,7413.930682042559
6,193,7250.99411778381
8,16,7215.073147865767
7,44,7178.170826488733
7,192,7165.770543374135
77,193,7127.091007642599
7,83,6984.742236621772
136,143,6914.452398855887
47,77,6854.500887300371
6,133,6853.2818925537185
4,5,6723.398534316434
5,8,6687.625652814658
86,135,6590.170054129645
4,143,6575.236261288916
6,68,6541.270886480122
7,195,6534.231312711522
42,90,6516.404928410586
77,86,6514.540477020782
6,78,6469.581527604825
7,220,6467.513743576557
42,44,6455.351220668584
7,68,6398.532345369364
7,143,6309.864800701867
9,53,6282.145080391842
6,26,6279.705894396248
4,44,6264.068241330985
6,136,6094.082152371411
97,135,6031.583058202845
18,38,6008.233061815182
192,195,6002.21353317248
7,90,5957.317013719387
47,86,5915.538399572092
126,136,5830.802692967426
6,46,5801.385905747322
55,77,5734.956169694767
42,136,5713.654696416845
77,136,5688.482397541458
4,83,5599.236508419583
7,39,5578.590693321449
15,95,5492.846080538711
9,91,5487.99542773722
9,126,5429.595680854574
77,203,5329.24842177629
9,44,5318.434110139572
4,16,5293.71967025785
47,80,5239.663824173985
7,28,5197.956163205811
45,60,5183.086996267172
7,133,5131.0162421255245
9,80,5111.710738817025
7,203,4951.652110324381
38,136,4895.937690707253
15,26,4875.0596852460585
60,126,4855.677101192655
60,135,4746.652615110095
195,198,4743.428013922081
7,34,4685.36374241085
18,220,4682.559967073214
135,143,4525.066685187523
83,135,4525.066685187523
80,193,4501.896719005044
7,31,4487.556268510795
9,47,4482.48194482313
86,91,4450.321427305644
38,203,4444.271724533494
193,203,4412.598652638601
5,26,4396.66433482324
6,101,4395.396420486099
15,133,4390.03700056905
80,192,4381.6864192121875
77,143,4347.928063694569
53,126,4343.4074899931275
7,157,4335.508393376214
15,25,4327.001982229435
4,53,4288.79682209451
86,97,4277.754923291377
77,133,4270.098379280068
55,60,4239.2641810278155
192,198,4222.693730594081
77,138,4159.377493422753
45,77,4111.096439498239
8,35,4106.614721881025
60,68,4102.20645174009
5,101,4032.2642512051175
5,193,3989.7371979153436
126,133,3979.8724871686163
28,60,3970.1284613442367
15,203,3954.1037853184016
15,32,3908.8724422682485
28,42,3894.7410239797596
16,77,3868.969123410439
18,223,3830.5248911207273
7,223,3830.5248911207273
38,138,3820.455061832159
5,28,3806.475484263259
42,46,3799.7352759621767
38,113,3760.1951983808544
8,55,3723.694990434802
86,136,3705.3934301266204
6,23,3702.7807370935398
5,46,3675.490150986094
135,193,3664.499797988485
7,198,3639.4335764005396
42,45,3622.077018256817
8,45,3620.1498543824973
47,55,3619.328862056931
26,42,3589.642574421658
8,28,3568.7926193132766
15,145,3550.4092863543115
